year,iso3,dist,distw_harmonic,distcap,contig,comlang_off,comlang_ethno,comrelig,col_dep_ever,sibling_ever,comleg_posttrans,fta_wto,rta_type,gatt_d,wto_o,wto_d,eu_d,diplo_disagreement,scaled_sci_2021
1994,ANT,12966.0,12473.0,12966.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
1995,ANT,12966.0,12479.0,12966.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
1996,ANT,12966.0,12479.0,12966.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
1997,ANT,12966.0,12479.0,12021.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
1998,ANT,12966.0,12479.0,12021.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
1999,ANT,12966.0,12479.0,12021.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
2000,ANT,12966.0,12479.0,12021.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
2001,ANT,12966.0,12479.0,12021.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
2002,ANT,12966.0,12479.0,12021.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
2003,ANT,12966.0,12479.0,12021.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
2004,ANT,12966.0,12479.0,12021.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
2005,ANT,12966.0,12463.0,12021.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
2006,ANT,12966.0,12463.0,12021.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
2007,ANT,12966.0,12463.0,12021.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
2008,ANT,12966.0,12463.0,12021.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
2009,ANT,12966.0,12463.0,12021.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
2010,ANT,12966.0,12456.0,12021.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
1992,ARE,2800.0,2961.0,2930.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.188,2483.0
1993,ARE,2800.0,2961.0,2930.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.135,2483.0
1994,ARE,2800.0,2961.0,2930.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.215,2483.0
1995,ARE,2800.0,2944.0,2930.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.322,2483.0
1996,ARE,2800.0,2944.0,2930.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.135,2483.0
1997,ARE,2800.0,2944.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.15,2483.0
1998,ARE,2800.0,2944.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.106,2483.0
1999,ARE,2800.0,2944.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.083,2483.0
2000,ARE,2800.0,2928.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.005,2483.0
2001,ARE,2800.0,2928.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.929,2483.0
2002,ARE,2800.0,2928.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.282,2483.0
2003,ARE,2800.0,2928.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.287,2483.0
2004,ARE,2800.0,2928.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.984,2483.0
2005,ARE,2800.0,2916.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.785,2483.0
2006,ARE,2800.0,2916.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.531,2483.0
2007,ARE,2800.0,2916.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.513,2483.0
2008,ARE,2800.0,2916.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.627,2483.0
2009,ARE,2800.0,2916.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.784,2483.0
2010,ARE,2800.0,2909.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.642,2483.0
2011,ARE,2800.0,2909.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.324,2483.0
2012,ARE,2800.0,2909.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.69,2483.0
2013,ARE,2800.0,2909.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.364,2483.0
2014,ARE,2800.0,2909.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.453,2483.0
2015,ARE,2800.0,2893.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.242,2483.0
2016,ARE,2800.0,2893.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.399,2483.0
2017,ARE,2800.0,2893.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.094,2483.0
2018,ARE,2800.0,2893.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.249,2483.0
2019,ARE,2800.0,2893.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.083,2483.0
2020,ARE,2800.0,2880.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.179,2483.0
2021,ARE,2800.0,2880.0,3306.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,,2483.0
1992,ARG,16079.0,15879.0,16079.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.248,189.0
1993,ARG,16079.0,15879.0,16079.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.327,189.0
1994,ARG,16079.0,15879.0,16079.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.38,189.0
1995,ARG,16079.0,15872.0,16079.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.949,189.0
1996,ARG,16079.0,15872.0,16079.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.155,189.0
1997,ARG,16079.0,15872.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.167,189.0
1998,ARG,16079.0,15872.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.013,189.0
1999,ARG,16079.0,15872.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.06,189.0
2000,ARG,16079.0,15859.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.076,189.0
2001,ARG,16079.0,15859.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.124,189.0
2002,ARG,16079.0,15859.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.163,189.0
2003,ARG,16079.0,15859.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.141,189.0
2004,ARG,16079.0,15859.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.276,189.0
2005,ARG,16079.0,15838.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.341,189.0
2006,ARG,16079.0,15838.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.331,189.0
2007,ARG,16079.0,15838.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.208,189.0
2008,ARG,16079.0,15838.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.273,189.0
2009,ARG,16079.0,15838.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.165,189.0
2010,ARG,16079.0,15827.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.332,189.0
2011,ARG,16079.0,15827.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.33,189.0
2012,ARG,16079.0,15827.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.235,189.0
2013,ARG,16079.0,15827.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.379,189.0
2014,ARG,16079.0,15827.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.245,189.0
2015,ARG,16079.0,15817.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.397,189.0
2016,ARG,16079.0,15817.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.278,189.0
2017,ARG,16079.0,15817.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.439,189.0
2018,ARG,16079.0,15817.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.376,189.0
2019,ARG,16079.0,15817.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.545,189.0
2020,ARG,16079.0,15807.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.461,189.0
2021,ARG,16079.0,15807.0,15631.0,0.0,0.0,0.0,0.029,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,189.0
1992,ARM,2700.0,2462.0,2700.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.195,8901.0
1993,ARM,2700.0,2462.0,2700.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.08,8901.0
1994,ARM,2700.0,2462.0,2700.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.145,8901.0
1995,ARM,2700.0,2455.0,2700.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.179,8901.0
1996,ARM,2700.0,2455.0,2700.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.155,8901.0
1997,ARM,2700.0,2455.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.434,8901.0
1998,ARM,2700.0,2455.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.177,8901.0
1999,ARM,2700.0,2455.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.067,8901.0
2000,ARM,2700.0,2444.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.145,8901.0
2001,ARM,2700.0,2444.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.025,8901.0
2002,ARM,2700.0,2444.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.083,8901.0
2003,ARM,2700.0,2444.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.138,8901.0
2004,ARM,2700.0,2444.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.334,8901.0
2005,ARM,2700.0,2425.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.337,8901.0
2006,ARM,2700.0,2425.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.31,8901.0
2007,ARM,2700.0,2425.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.2,8901.0
2008,ARM,2700.0,2425.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.27,8901.0
2009,ARM,2700.0,2425.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.295,8901.0
2010,ARM,2700.0,2414.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.383,8901.0
2011,ARM,2700.0,2414.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.476,8901.0
2012,ARM,2700.0,2414.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.452,8901.0
2013,ARM,2700.0,2414.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.566,8901.0
2014,ARM,2700.0,2414.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.475,8901.0
2015,ARM,2700.0,2404.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.716,8901.0
2016,ARM,2700.0,2404.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.589,8901.0
2017,ARM,2700.0,2404.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.714,8901.0
2018,ARM,2700.0,2404.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.579,8901.0
2019,ARM,2700.0,2404.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.774,8901.0
2020,ARM,2700.0,2396.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.767,8901.0
2021,ARM,2700.0,2396.0,2408.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,,8901.0
1992,ASM,12895.0,13031.0,12895.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1993,ASM,12895.0,13031.0,12895.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1994,ASM,12895.0,13031.0,12895.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1995,ASM,12895.0,13039.0,12895.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1996,ASM,12895.0,13039.0,12895.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1997,ASM,12895.0,13039.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1998,ASM,12895.0,13039.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1999,ASM,12895.0,13039.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2000,ASM,12895.0,13051.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2001,ASM,12895.0,13051.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2002,ASM,12895.0,13051.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2003,ASM,12895.0,13051.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2004,ASM,12895.0,13051.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2005,ASM,12895.0,13071.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2006,ASM,12895.0,13071.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2007,ASM,12895.0,13071.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2008,ASM,12895.0,13071.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2009,ASM,12895.0,13071.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2010,ASM,12895.0,13082.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2011,ASM,12895.0,13082.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2012,ASM,12895.0,13082.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2013,ASM,12895.0,13082.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2014,ASM,12895.0,13082.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2015,ASM,12895.0,13096.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2016,ASM,12895.0,13096.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2017,ASM,12895.0,13096.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2018,ASM,12895.0,13096.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2019,ASM,12895.0,13096.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2020,ASM,12895.0,13110.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2021,ASM,12895.0,13110.0,13167.0,0.0,,,0.021,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
1992,ATG,12112.0,11629.0,12112.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.767,279.0
1993,ATG,12112.0,11629.0,12112.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.653,279.0
1994,ATG,12112.0,11629.0,12112.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.676,279.0
1995,ATG,12112.0,11634.0,12112.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.286,279.0
1996,ATG,12112.0,11634.0,12112.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.706,279.0
1997,ATG,12112.0,11634.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.737,279.0
1998,ATG,12112.0,11634.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.758,279.0
1999,ATG,12112.0,11634.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.933,279.0
2000,ATG,12112.0,11633.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.036,279.0
2001,ATG,12112.0,11633.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.933,279.0
2002,ATG,12112.0,11633.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.642,279.0
2003,ATG,12112.0,11633.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.711,279.0
2004,ATG,12112.0,11633.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.354,279.0
2005,ATG,12112.0,11616.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.415,279.0
2006,ATG,12112.0,11616.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.344,279.0
2007,ATG,12112.0,11616.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.444,279.0
2008,ATG,12112.0,11616.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.32,279.0
2009,ATG,12112.0,11616.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.264,279.0
2010,ATG,12112.0,11608.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.248,279.0
2011,ATG,12112.0,11608.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.181,279.0
2012,ATG,12112.0,11608.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.214,279.0
2013,ATG,12112.0,11608.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.135,279.0
2014,ATG,12112.0,11608.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.284,279.0
2015,ATG,12112.0,11607.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.021,279.0
2016,ATG,12112.0,11607.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.119,279.0
2017,ATG,12112.0,11607.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.027,279.0
2018,ATG,12112.0,11607.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.155,279.0
2019,ATG,12112.0,11607.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.07,279.0
2020,ATG,12112.0,11604.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.054,279.0
2021,ATG,12112.0,11604.0,11187.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,,279.0
1992,AUS,11389.0,11397.0,11362.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.56,473.0
1993,AUS,11389.0,11397.0,11362.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.308,473.0
1994,AUS,11389.0,11397.0,11362.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.441,473.0
1995,AUS,11389.0,11385.0,11362.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.742,473.0
1996,AUS,11389.0,11385.0,11362.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.289,473.0
1997,AUS,11389.0,11385.0,12203.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.532,473.0
1998,AUS,11389.0,11385.0,12203.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.678,473.0
1999,AUS,11389.0,11385.0,12203.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.483,473.0
2000,AUS,11389.0,11379.0,12203.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.522,473.0
2001,AUS,11389.0,11379.0,12203.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.868,473.0
2002,AUS,11389.0,11379.0,12203.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.036,473.0
2003,AUS,11389.0,11379.0,12203.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.103,473.0
2004,AUS,11389.0,11379.0,12203.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.546,473.0
